market,funding_total_usd,status,country_code,funding_rounds,seed,venture,equity_crowdfunding,private_equity
Enterprise Software,4807850,operating,,2,0,4142100,0,0
Education,98000,operating,USA,2,0,0,0,0
Analytics,90000,operating,USA,1,90000,0,0,0
Enterprise Software,3000000,operating,USA,2,0,3000000,0,0
Software,11700000,operating,USA,3,0,11700000,0,0
Curated Web,800000,acquired,USA,1,0,0,0,0
Software,360000,operating,,2,0,0,0,0
Mobile,8700000,operating,USA,3,8700000,0,0,0
Software,55000,operating,USA,1,0,55000,0,0
Mobile,700000,operating,USA,1,700000,0,0,0
E-Commerce,800000,closed,USA,1,0,0,0,0
Education,150000,operating,,1,0,0,0,0
Mobile,27500000,operating,USA,3,0,27500000,0,0
Software,11000000,operating,USA,1,0,11000000,0,0
Security,750000,operating,ISR,1,0,750000,0,0
Enterprise Software,54950000,acquired,USA,8,0,54950000,0,0
Games,40000,closed,USA,1,0,40000,0,0
Software,690000,operating,RUS,2,0,500000,0,0
E-Commerce,500000,operating,USA,1,0,0,0,0
Software,7000000,closed,USA,2,0,7000000,0,0
Software,5000000,operating,IND,1,0,5000000,0,0
Mobile,3000000,operating,ISR,2,1000000,2000000,0,0
Software,118000,operating,USA,1,118000,0,0,0
Mobile,4600000,operating,FRA,3,0,3600000,0,0
Mobile,7100000,operating,USA,3,0,7100000,0,0
Enterprise Software,4366668,operating,USA,3,0,4366668,0,0
Enterprise Software,783603,operating,GBR,2,0,783603,0,0
Games,1900000,,RUS,1,0,1900000,0,0
Analytics,28000,acquired,USA,1,28000,0,0,0
Mobile,30000,operating,USA,1,30000,0,0,0
Advertising,13304915,operating,USA,4,0,13304915,0,0
Mobile,1155000,acquired,USA,2,0,0,0,0
Curated Web,200000,operating,IND,1,200000,0,0,0
Finance,6515000,operating,USA,4,1200000,5300000,0,0
Advertising,30240000,acquired,USA,3,0,30240000,0,0
Security,6250000,operating,USA,1,0,6250000,0,0
Enterprise Software,2100000,operating,USA,3,2100000,0,0,0
E-Commerce,1350000,operating,USA,3,1050000,300000,0,0
Mobile,1000,operating,,1,1000,0,0,0
Software,2500000,operating,USA,1,0,2500000,0,0
Mobile,54596,operating,CAN,2,9677,0,0,0
Enterprise Software,225000,operating,USA,1,0,225000,0,0
Curated Web,2725000,operating,USA,3,2725000,0,0,0
Advertising,10000,operating,USA,1,0,0,0,0
Biotechnology,54673231,operating,USA,7,0,35779402,0,0
Education,15000000,closed,USA,1,0,15000000,0,0
Software,700000,operating,USA,1,0,700000,0,0
Enterprise Software,14500000,acquired,USA,1,0,14500000,0,0
Software,26721134,operating,USA,5,0,26721134,0,0
Hardware + Software,22000000,operating,USA,2,0,22000000,0,0
Mobile,20159162,operating,USA,2,0,20159162,0,0
Education,20000,operating,USA,1,20000,0,0,0
E-Commerce,125000,operating,USA,1,125000,0,0,0
Clean Technology,70500000,operating,,1,0,70500000,0,0
Web Hosting,11200000,operating,GBR,1,0,11200000,0,0
Biotechnology,32000000,closed,USA,1,0,32000000,0,0
Biotechnology,2488042,operating,GBR,1,0,0,0,0
Biotechnology,170466,acquired,USA,1,170466,0,0,0
Software,13292327,acquired,USA,2,0,13292327,0,0
Mobile,23000000,operating,USA,1,0,23000000,0,0
Health Care,120000,operating,USA,2,120000,0,0,0
Software,1000000,acquired,USA,2,600000,0,0,0
Biotechnology,5660000,acquired,USA,1,0,0,0,0
Software,37000000,operating,USA,1,0,37000000,0,0
Curated Web,4600000,acquired,USA,2,0,4100000,0,0
Health Care,40000000,operating,USA,2,0,40000000,0,0
E-Commerce,359742,operating,USA,1,0,0,0,0
Clean Technology,14000000,operating,NLD,1,0,14000000,0,0
Software,15612936,operating,USA,1,0,15612936,0,0
Clean Technology,3180659,acquired,,1,0,3180659,0,0
Clean Technology,100000,operating,USA,1,0,100000,0,0
Clean Technology,3000000,operating,CAN,1,0,0,0,0
Health and Wellness,785000,operating,USA,1,0,785000,0,0
Biotechnology,8899100,operating,FRA,1,0,8899100,0,0
Clean Technology,735000,operating,USA,1,0,735000,0,0
Biotechnology,10000000,operating,USA,1,0,0,0,0
Manufacturing,150000,operating,USA,1,0,150000,0,0
Software,1770000,acquired,FRA,1,0,1770000,0,0
Clean Technology,28306478,operating,GBR,2,0,17400000,0,0
Software,4270000,operating,ESP,1,0,4270000,0,0
Clean Technology,3739263,operating,USA,3,0,1818461,0,0
Semiconductors,153624633,operating,USA,7,0,153624633,0,0
Biotechnology,16192468,closed,GBR,3,0,16192468,0,0
Clean Technology,6760000,operating,DNK,1,0,6760000,0,0
Biotechnology,327260,operating,USA,1,0,327260,0,0
Clean Technology,8180000,operating,AUS,3,0,6250000,0,0
Biotechnology,329982,operating,USA,1,0,329982,0,0
Biotechnology,200000,operating,USA,1,0,200000,0,0
Semiconductors,20000000,closed,USA,1,0,20000000,0,0
Health Care,59619365,operating,CAN,6,0,56083330,0,3536035
Clean Technology,150910788,operating,USA,5,0,130910788,0,0
Clean Technology,8100000,operating,ISR,2,0,8100000,0,0
Security,486905,,CAN,1,486905,0,0,0
Semiconductors,165000,operating,USA,1,0,0,0,0
Software,616666,operating,USA,1,0,616666,0,0
Biotechnology,4108777,operating,USA,1,0,4108777,0,0
Enterprise Software,2500000,operating,USA,1,0,2500000,0,0
Biotechnology,122000000,acquired,USA,4,0,122000000,0,0
Health Care,25000000,acquired,USA,1,0,25000000,0,0
Software,16190000,acquired,IRL,2,0,16190000,0,0
Health Care,76750000,operating,USA,4,0,76750000,0,0
Enterprise Software,39868500,operating,USA,4,0,39868500,0,0
Finance,45000,operating,USA,1,0,45000,0,0
Biotechnology,34800000,operating,USA,1,0,34800000,0,0
Hardware + Software,2648258,acquired,USA,3,200000,2448258,0,0
Health Care,8300000,operating,USA,2,0,8300000,0,0
Clean Technology,150000,operating,USA,1,0,0,0,0
Health Care,641953,operating,CAN,6,0,641953,0,0
Software,3000000,operating,USA,2,0,3000000,0,0
Biotechnology,7200442,operating,USA,6,0,7200442,0,0
Biotechnology,101000000,operating,USA,5,0,0,0,101000000
Biotechnology,200000,operating,CAN,1,0,0,0,0
Clean Technology,90000000,closed,USA,1,0,0,0,90000000
Manufacturing,500000,operating,USA,1,0,0,0,0
Analytics,540000,operating,USA,4,540000,0,0,0
Curated Web,135000,operating,USA,2,135000,0,0,0
Biotechnology,295519,operating,CAN,2,0,140000,0,0
Finance,2500000,operating,USA,1,0,2500000,0,0
Software,15000000,acquired,USA,2,0,15000000,0,0
Biotechnology,3295397,operating,USA,3,0,2850000,0,0
Biotechnology,2700000,operating,USA,1,0,2700000,0,0
Advertising,12120000,closed,,2,0,12120000,0,0
Social Media,3535000,operating,USA,1,0,0,0,0
Software,10000,operating,USA,2,0,0,0,0
Biotechnology,99000000,acquired,GBR,1,0,99000000,0,0
E-Commerce,125000000,acquired,,7,0,0,0,0
Curated Web,17393712,operating,USA,1,0,17393712,0,0
Software,135000,operating,USA,1,0,135000,0,0
Software,12000000,acquired,USA,1,0,12000000,0,0
Curated Web,2883196,operating,USA,1,0,2883196,0,0
Enterprise Software,1116000,operating,USA,4,1075000,0,0,0
Biotechnology,8150000,operating,USA,4,0,0,0,0
Web Hosting,500000,operating,ISR,1,0,500000,0,0
Security,42000000,acquired,USA,3,0,42000000,0,0
Security,26914000,acquired,USA,3,0,26914000,0,0
Health Care,3496500,closed,FIN,1,0,3496500,0,0
Games,393669,operating,CAN,1,0,0,0,0
Hardware + Software,16200000,operating,USA,2,0,16200000,0,0
Semiconductors,5294000,acquired,NOR,2,0,5294000,0,0
Web Hosting,7250000,operating,CAN,1,0,7250000,0,0
Health and Wellness,35000,operating,USA,1,0,0,0,0
Biotechnology,3440000,operating,USA,2,0,3440000,0,0
Software,3650000,operating,SVK,1,0,3650000,0,0
Biotechnology,35013694,operating,USA,2,0,30000000,0,0
E-Commerce,40000,operating,USA,1,40000,0,0,0
Advertising,12500000,operating,THA,2,0,12500000,0,0
Health Care,64080000,acquired,USA,3,0,64080000,0,0
Hardware + Software,1875000,operating,USA,1,0,1875000,0,0
Health and Wellness,2900150,operating,USA,1,2900150,0,0,0
Software,3359333,operating,USA,5,0,2558333,0,0
Manufacturing,80000000,operating,USA,1,0,0,0,0
Biotechnology,220260000,operating,USA,3,0,0,0,220260000
Software,42952301,operating,USA,6,0,42952301,0,0
Analytics,611076,operating,USA,1,0,611076,0,0
Biotechnology,61949000,operating,NLD,3,0,61949000,0,0
Software,1760000,operating,USA,2,0,1760000,0,0
Health Care,118352074,operating,USA,6,0,85000000,0,0
Analytics,200000,operating,USA,1,0,0,0,0
Software,20995129,operating,USA,7,0,20995129,0,0
Security,10450000,,USA,1,0,10450000,0,0
Software,4800000,operating,USA,1,0,0,0,4800000
Analytics,350000,operating,USA,1,0,350000,0,0
Software,1750000,closed,USA,1,0,1750000,0,0
Software,9050000,operating,GBR,3,0,9050000,0,0
Finance,4650000,operating,USA,2,0,4650000,0,0
Enterprise Software,81200000,operating,USA,4,0,81200000,0,0
Biotechnology,100000,operating,USA,1,100000,0,0,0
Hardware + Software,1670000,operating,FRA,1,0,1670000,0,0
Software,7580000,operating,FRA,2,0,7580000,0,0
Biotechnology,3500000,operating,USA,1,0,0,0,0
Mobile,1100000,closed,USA,1,0,0,0,0
Mobile,9513175,acquired,GBR,3,0,2210000,0,0
Software,5000000,operating,USA,1,0,5000000,0,0
Games,400000,operating,CHE,1,400000,0,0,0
Hardware + Software,13050000,operating,USA,2,0,13050000,0,0
Biotechnology,3100000,operating,GBR,1,3100000,0,0,0
Biotechnology,52700000,operating,USA,1,0,52700000,0,0
Biotechnology,10000000,operating,USA,1,0,10000000,0,0
Clean Technology,7100000,operating,USA,2,0,7100000,0,0
Clean Technology,1500000,operating,USA,1,0,1500000,0,0
Biotechnology,1275000,operating,USA,1,1275000,0,0,0
Hardware + Software,99360000,operating,USA,2,0,99360000,0,0
Education,2450000,operating,USA,2,0,2450000,0,0
Software,622000,closed,USA,1,0,622000,0,0
Biotechnology,23500000,acquired,CAN,2,0,23500000,0,0
Manufacturing,10000,operating,USA,1,0,0,0,0
Games,5025000,operating,USA,2,25000,5000000,0,0
Software,400000,operating,USA,1,0,400000,0,0
Hardware + Software,1800000,operating,USA,1,0,1800000,0,0
Biotechnology,3500000,operating,USA,1,0,0,0,0
Education,35000,operating,USA,1,0,0,0,0
Games,1461360,operating,ITA,1,0,1461360,0,0
Semiconductors,3000000,operating,CHN,1,0,3000000,0,0
Semiconductors,2900000,operating,CHE,1,0,2900000,0,0
Biotechnology,50000,operating,USA,1,0,0,0,0
Biotechnology,25492899,operating,USA,2,0,25492899,0,0
Manufacturing,1000000,operating,USA,1,0,0,0,0
Social Media,1347000,operating,USA,2,100000,1247000,0,0
Biotechnology,1000000,operating,USA,1,1000000,0,0,0
Biotechnology,50000000,operating,USA,2,0,50000000,0,0
Mobile,1120500,operating,USA,2,0,0,0,0
Software,600000,operating,USA,1,600000,0,0,0
Biotechnology,2049999,operating,USA,3,0,0,0,0
Biotechnology,46000000,operating,USA,2,0,15000000,0,31000000
Finance,3500000,operating,IND,1,0,3500000,0,0
Biotechnology,195000,operating,USA,1,0,0,0,0
Advertising,15564591,closed,USA,3,0,15564591,0,0
Hardware + Software,3900000,operating,USA,2,0,3500000,0,0
Curated Web,4242704,operating,GBR,1,0,0,0,4242704
Enterprise Software,13425000,operating,USA,5,75000,13000000,0,0
Software,30000000,operating,USA,1,0,30000000,0,0
Software,12638309,operating,USA,3,0,12638309,0,0
Software,1083000,operating,USA,2,525000,558000,0,0
Enterprise Software,1000000,operating,USA,1,0,1000000,0,0
Clean Technology,14000000,operating,USA,1,0,14000000,0,0
Analytics,40269828,operating,GBR,1,0,40269828,0,0
Biotechnology,2000000,operating,USA,1,0,2000000,0,0
Biotechnology,3665350,operating,USA,4,0,2998800,0,0
Biotechnology,65982896,operating,USA,3,0,2760000,0,0
Manufacturing,6750000,operating,USA,1,0,6750000,0,0
Games,12000000,acquired,USA,1,0,12000000,0,0
Biotechnology,30400002,operating,AUT,3,0,30400002,0,0
Biotechnology,34288808,operating,USA,8,0,18238808,0,0
Biotechnology,28000000,operating,USA,5,0,25000000,0,0
Health Care,53999998,operating,USA,3,0,53999998,0,0
E-Commerce,40000,operating,CHL,1,40000,0,0,0
Games,2350000,operating,USA,1,0,2350000,0,0
Mobile,589000,operating,SGP,1,589000,0,0,0
Security,3239000,acquired,DEU,2,0,3239000,0,0
Games,100,operating,USA,1,0,0,0,0
Biotechnology,3276082,operating,USA,2,0,3276082,0,0
Software,3200000,operating,USA,1,0,3200000,0,0
Biotechnology,30000000,operating,USA,2,0,30000000,0,0
Biotechnology,90000,operating,USA,1,0,90000,0,0
Biotechnology,8500000,operating,FRA,1,0,8500000,0,0
Hardware + Software,250000,operating,USA,2,0,100000,0,0
Hardware + Software,28100000,operating,USA,3,0,28100000,0,0
Hardware + Software,2336224,operating,USA,2,0,2336224,0,0
Manufacturing,18000,operating,CAN,1,0,0,18000,0
Software,10000000,operating,USA,2,0,10000000,0,0
Biotechnology,185740,operating,USA,2,0,0,0,0
Software,861030,operating,USA,1,0,861030,0,0
Mobile,18826300,operating,ESP,2,0,18826300,0,0
Semiconductors,31500000,operating,USA,1,0,31500000,0,0
Manufacturing,540315,operating,SWE,2,231949,308366,0,0
Software,7000000,operating,USA,2,1500000,5500000,0,0
Biotechnology,85381111,operating,USA,5,0,64000000,0,0
Mobile,2000000,operating,USA,1,2000000,0,0,0
Mobile,2500000,operating,,1,0,2500000,0,0
E-Commerce,12200000,acquired,USA,3,0,12200000,0,0
Software,6883956,acquired,USA,3,0,6283956,0,0
E-Commerce,124690,operating,LUX,1,124690,0,0,0
Health Care,500000,operating,USA,1,0,500000,0,0
Analytics,2254193,operating,CHE,1,0,2254193,0,0
Biotechnology,15000000,operating,USA,1,0,15000000,0,0
Security,17047324,operating,USA,3,0,17047324,0,0
Enterprise Software,81166500,operating,USA,6,0,73166500,0,0
Biotechnology,28257446,closed,USA,3,0,21957446,0,0
Biotechnology,12000000,operating,,1,0,12000000,0,0
Web Hosting,3000000,operating,USA,1,0,0,0,0
E-Commerce,12155000,,USA,1,0,12155000,0,0
Software,1310000,operating,FIN,1,0,1310000,0,0
Health and Wellness,1946775,operating,USA,2,0,1946775,0,0
Software,200000,closed,USA,1,0,200000,0,0
Health and Wellness,1325000,operating,USA,1,0,1325000,0,0
Software,2590000,acquired,SWE,1,0,2590000,0,0
Biotechnology,905300,operating,USA,2,100000,805300,0,0
Biotechnology,13500000,operating,USA,1,0,13500000,0,0
Health and Wellness,864500,operating,USA,1,864500,0,0,0
Software,1000000,operating,USA,1,1000000,0,0,0
Health Care,6025000,operating,USA,3,550000,5475000,0,0
Web Hosting,107000000,operating,USA,1,0,0,0,0
Clean Technology,33320000,operating,USA,6,0,25960000,0,7360000
Biotechnology,18999997,operating,USA,1,0,18999997,0,0
Biotechnology,1800180,operating,USA,1,0,0,0,0
Software,539000,operating,CAN,1,0,539000,0,0
Health and Wellness,100000000,operating,USA,1,0,0,0,100000000
Software,20000000,acquired,USA,1,0,20000000,0,0
Manufacturing,28000000,operating,USA,1,0,28000000,0,0
Biotechnology,453000,operating,USA,3,0,0,0,0
Health and Wellness,213000,operating,USA,1,0,0,0,0
Health and Wellness,1164000,operating,USA,1,1164000,0,0,0
Curated Web,1200000,closed,MYS,1,0,0,0,1200000
Curated Web,4099999,operating,SGP,1,0,0,0,0
Semiconductors,10000000,operating,BEL,1,0,10000000,0,0
Manufacturing,525000,operating,USA,1,0,525000,0,0
Curated Web,3000000,operating,CAN,1,0,0,0,0
Social Media,25000000,acquired,USA,2,0,25000000,0,0
Social Media,40000,operating,CHL,1,40000,0,0,0
Mobile,1850000,operating,ISR,2,1850000,0,0,0
Mobile,50000,operating,SGP,1,50000,0,0,0
Curated Web,7500,operating,CZE,1,7500,0,0,0
Biotechnology,1833943,operating,USA,2,0,1833943,0,0
Biotechnology,34000000,operating,SGP,2,0,34000000,0,0
Biotechnology,16925741,operating,USA,3,0,16925741,0,0
Social Media,5600000,operating,USA,2,0,5600000,0,0
Mobile,18522536,operating,ISR,5,0,18522536,0,0
Hardware + Software,7000000,operating,USA,1,0,7000000,0,0
Software,300000,operating,FRA,1,0,300000,0,0
Curated Web,1100000,operating,ISR,1,1100000,0,0,0
Mobile,25652895,operating,GBR,2,7761532,0,0,0
Clean Technology,136000000,operating,USA,6,0,88500000,0,0
Software,654000,operating,FIN,1,0,654000,0,0
Enterprise Software,400000,operating,USA,1,400000,0,0,0
Biotechnology,5025000,operating,USA,1,0,5025000,0,0
Health and Wellness,6500004,operating,USA,3,1000000,5500004,0,0
Software,1000000,operating,USA,1,0,0,0,0
Software,2900000,operating,USA,2,0,2900000,0,0
Security,40000,operating,USA,1,40000,0,0,0
Software,145774,operating,GBR,1,0,0,0,0
Hardware + Software,6000000,operating,USA,1,0,0,0,0
Software,4900000,acquired,CHE,1,0,4900000,0,0
Manufacturing,535000,operating,USA,3,535000,0,0,0
Software,3000000,acquired,CAN,1,0,3000000,0,0
Software,50800000,operating,USA,3,0,50800000,0,0
E-Commerce,40000,operating,GBR,1,40000,0,0,0
Curated Web,21400000,acquired,USA,4,0,21400000,0,0
Manufacturing,250000,operating,USA,2,0,250000,0,0
Health and Wellness,5700000,acquired,USA,1,0,5700000,0,0
Hardware + Software,180000,operating,USA,1,0,180000,0,0
Curated Web,7000000,operating,USA,3,1000000,5500000,0,0
Biotechnology,2740000,operating,USA,5,0,600000,0,0
Biotechnology,74680725,operating,USA,8,0,41680725,0,0
Curated Web,5000000,operating,USA,1,0,5000000,0,0
Security,12900000,acquired,DEU,2,0,12900000,0,0
Hardware + Software,22420000,operating,FRA,1,0,22420000,0,0
Analytics,53000000,acquired,USA,4,0,52000000,0,0
Biotechnology,8000000,operating,USA,4,0,8000000,0,0
Biotechnology,12500000,operating,USA,1,0,12500000,0,0
Biotechnology,678000,operating,GBR,1,0,678000,0,0
Advertising,340419,closed,USA,1,0,0,0,0
Health Care,50000000,acquired,USA,1,0,50000000,0,0
Mobile,1950450,operating,AUS,2,1950450,0,0,0
Social Media,300000,operating,,1,300000,0,0,0
Biotechnology,106134083,operating,USA,6,0,86150000,0,0
Enterprise Software,22209289,operating,USA,4,0,15600000,0,0
Biotechnology,80000000,operating,USA,4,0,80000000,0,0
Software,3200000,operating,USA,1,0,0,0,0
Security,300000,operating,USA,1,0,300000,0,0
E-Commerce,732225,operating,DEU,2,732225,0,0,0
Enterprise Software,3160000,operating,IRL,1,0,3160000,0,0
Software,13909650,operating,FRA,2,0,13909650,0,0
Software,36198,operating,,1,36198,0,0,0
Biotechnology,52000000,operating,USA,2,0,52000000,0,0
Games,7260000,operating,USA,1,0,7260000,0,0
Software,5425020,operating,USA,3,0,3425020,0,0
Biotechnology,17000000,operating,USA,1,0,17000000,0,0
Curated Web,50000000,operating,,1,0,50000000,0,0
Semiconductors,750565,operating,GBR,1,0,0,0,0
Software,29660000,operating,USA,2,0,29660000,0,0
E-Commerce,40000,operating,SGP,1,40000,0,0,0
Enterprise Software,25500000,operating,USA,3,0,25500000,0,0
Software,1573497,operating,USA,3,0,1490497,0,0
Software,4000000,closed,USA,1,0,4000000,0,0
Health Care,2000000,operating,USA,1,0,2000000,0,0
Biotechnology,43500000,acquired,USA,4,0,43500000,0,0
Health Care,37673932,acquired,USA,6,0,14367387,0,18958124
Biotechnology,2406500,operating,USA,2,0,0,0,0
Biotechnology,999131,operating,USA,1,0,999131,0,0
Biotechnology,9000002,operating,USA,1,0,9000002,0,0
Enterprise Software,1840000,operating,FRA,1,0,1840000,0,0
Mobile,200000,closed,USA,1,200000,0,0,0
Education,250000,operating,USA,1,0,0,0,0
Software,1681068,operating,USA,4,18000,1163068,0,0
Advertising,300000,closed,USA,1,300000,0,0,0
Health and Wellness,225828977,operating,USA,1,0,0,0,225828977
Software,5387632,operating,USA,1,0,5387632,0,0
E-Commerce,125000,operating,USA,1,0,0,0,0
Biotechnology,3533014,operating,USA,2,0,3368014,0,0
E-Commerce,2000000,operating,USA,2,1500000,500000,0,0
Web Hosting,39700000,,USA,1,0,0,0,0
Enterprise Software,30000000,operating,USA,2,0,30000000,0,0
Health and Wellness,14270000,operating,,1,0,14270000,0,0
Clean Technology,9000000,operating,ISR,1,0,9000000,0,0
Biotechnology,55583454,operating,GBR,2,0,55583454,0,0
Health and Wellness,50000,operating,USA,1,50000,0,0,0
Hardware + Software,100000,operating,USA,1,100000,0,0,0
Biotechnology,3500000,operating,USA,1,0,3500000,0,0
Hardware + Software,152500,operating,USA,1,0,0,0,0
Enterprise Software,210000000,operating,AUS,2,0,0,0,0
Advertising,300000,operating,USA,1,300000,0,0,0
Curated Web,58438,operating,JPN,1,58438,0,0,0
Games,22900000,acquired,USA,1,0,22900000,0,0
Games,1050000,operating,USA,1,0,1050000,0,0
Social Media,4150450,operating,CAN,3,1400450,2750000,0,0
Games,22900000,operating,,1,0,22900000,0,0
Semiconductors,1765800,operating,USA,1,0,1765800,0,0
Biotechnology,7600000,operating,USA,2,0,7600000,0,0
Biotechnology,26250000,operating,ISR,2,0,26250000,0,0
Clean Technology,33649083,operating,GBR,2,0,33649083,0,0
Biotechnology,8000000,operating,USA,1,0,8000000,0,0
Biotechnology,6860000,operating,USA,3,0,6000000,0,0
Software,33041484,operating,USA,4,0,33041484,0,0
Health Care,410958,acquired,CAN,1,410958,0,0,0
Clean Technology,8600000,operating,IND,1,0,0,0,8600000
Web Hosting,22200000,closed,USA,1,0,22200000,0,0
Hardware + Software,30000000,acquired,USA,1,0,30000000,0,0
E-Commerce,5085000,operating,USA,6,0,4275000,0,0
Mobile,13000000,acquired,USA,3,0,13000000,0,0
Software,2500000,acquired,USA,2,500000,2000000,0,0
Software,800000,operating,USA,1,0,800000,0,0
Mobile,25000,operating,ARG,1,25000,0,0,0
Mobile,200000,operating,USA,1,200000,0,0,0
Software,5000000,acquired,USA,1,0,5000000,0,0
Software,475000,operating,USA,1,0,475000,0,0
Analytics,786000,operating,BEL,1,0,786000,0,0
Biotechnology,25000,operating,USA,1,0,25000,0,0
Clean Technology,28600000,operating,IND,4,2500000,26100000,0,0
Biotechnology,24522872,operating,USA,2,0,16000000,0,8522872
E-Commerce,25000,operating,USA,1,25000,0,0,0
Manufacturing,7000000,operating,AUS,1,0,0,0,7000000
Enterprise Software,71100000,operating,USA,4,0,71100000,0,0
Semiconductors,3089864,operating,CHE,3,800000,1277234,0,0
Enterprise Software,2000000,operating,USA,1,2000000,0,0,0
Health and Wellness,5000000,operating,USA,1,0,5000000,0,0
Health and Wellness,343000,operating,SGP,1,0,343000,0,0
Manufacturing,1243750,operating,USA,1,0,1243750,0,0
Hardware + Software,18000000,closed,USA,2,0,18000000,0,0
Software,10500000,operating,USA,4,0,3500000,0,0
Software,1100000,operating,USA,1,1100000,0,0,0
Biotechnology,104500000,operating,USA,5,0,94500000,0,0
Curated Web,614000,closed,,1,0,614000,0,0
E-Commerce,21000000,operating,IND,1,0,21000000,0,0
Biotechnology,3877920,operating,USA,1,0,3877920,0,0
E-Commerce,2400000,operating,USA,1,0,2400000,0,0
Curated Web,163406,operating,GBR,1,0,163406,0,0
Mobile,30000,operating,UKR,1,30000,0,0,0
Health Care,55894778,operating,USA,3,0,28977204,0,5958446
Hardware + Software,687500,operating,USA,2,0,687500,0,0
Hardware + Software,3030000,operating,FRA,1,0,3030000,0,0
Biotechnology,72500000,operating,USA,2,0,72500000,0,0
Software,1280000,operating,USA,1,0,1280000,0,0
Health and Wellness,1574000,operating,USA,1,0,0,0,0
Semiconductors,15000000,operating,SGP,1,0,15000000,0,0
Enterprise Software,3560000,operating,USA,4,1200000,2360000,0,0
Biotechnology,9500000,operating,USA,1,0,9500000,0,0
Web Hosting,7710000,operating,AUS,2,0,7710000,0,0
Software,100000,operating,USA,1,0,100000,0,0
Games,470945,operating,GBR,4,470945,0,0,0
Mobile,5568600,acquired,GBR,1,0,0,0,5568600
Software,4346500,operating,USA,3,0,546000,0,0
E-Commerce,4500000,acquired,USA,2,500000,4000000,0,0
Games,1250000,operating,USA,2,0,1250000,0,0
Social Media,85000,operating,USA,2,85000,0,0,0
Semiconductors,4000000,operating,ISR,1,0,4000000,0,0
Mobile,51295,operating,,2,51295,0,0,0
Advertising,330000,operating,USA,1,330000,0,0,0
Hardware + Software,1450000,operating,USA,1,0,1450000,0,0
Health and Wellness,7300000,operating,USA,1,0,7300000,0,0
Health Care,20900000,operating,USA,4,0,17900000,0,0
Mobile,1800000,operating,FRA,2,1500000,300000,0,0
Hardware + Software,8590000,operating,USA,1,0,8590000,0,0
Software,18832400,operating,FRA,3,0,18832400,0,0
Biotechnology,3256505,operating,USA,4,0,3256505,0,0
Clean Technology,96700000,operating,USA,1,0,0,0,96700000
Security,11000000,operating,IND,3,0,11000000,0,0
Biotechnology,456000,operating,USA,1,0,0,0,0
Advertising,40000,operating,CHL,1,40000,0,0,0
Analytics,820000,operating,USA,1,820000,0,0,0
Software,1000000,operating,USA,1,0,1000000,0,0
Mobile,1162364,operating,CHN,3,0,1000000,0,0
E-Commerce,162364,operating,CHN,1,0,162364,0,0
Biotechnology,12961728,operating,USA,5,0,11626728,0,0
Hardware + Software,4600000,operating,USA,2,0,0,0,0
Curated Web,7988000,operating,USA,4,1000000,2230000,0,4758000
Biotechnology,21455000,operating,USA,4,0,21455000,0,0
Biotechnology,38331503,closed,,6,0,7000000,0,0
E-Commerce,1250000,operating,USA,1,1250000,0,0,0
Software,6320281,operating,USA,1,0,6320281,0,0
Biotechnology,52000000,,CAN,1,0,0,0,0
Health Care,60680000,operating,CHE,2,0,60680000,0,0
Biotechnology,34502390,operating,USA,2,0,34377390,0,0
Clean Technology,21000000,operating,IND,1,0,21000000,0,0
Clean Technology,101718192,operating,USA,7,0,65718192,0,36000000
Games,7660000,closed,USA,2,0,7660000,0,0
Biotechnology,5045000,operating,USA,1,0,5045000,0,0
Biotechnology,1132500,operating,USA,2,0,1132500,0,0
Semiconductors,11499995,operating,USA,1,0,11499995,0,0
Biotechnology,560000,operating,USA,1,0,560000,0,0
Biotechnology,7500000,operating,USA,2,0,7500000,0,0
Health Care,98817742,operating,USA,10,0,73817742,0,0
Health Care,1855753,operating,NOR,2,978626,877127,0,0
Software,3770000,operating,AUS,1,0,3770000,0,0
Analytics,8000000,operating,USA,1,0,8000000,0,0
Games,40000,operating,CHL,1,40000,0,0,0
Manufacturing,10000000,operating,AUS,1,0,0,0,0
Clean Technology,2056426,operating,USA,3,2056426,0,0,0
Security,2400000,operating,USA,1,2400000,0,0,0
Software,3073977,operating,USA,2,0,3073977,0,0
Analytics,5000000,closed,USA,1,0,5000000,0,0
Software,21465006,operating,USA,5,6650000,7465006,0,3300000
Security,18722511,operating,USA,4,0,18722511,0,0
Enterprise Software,2500000,operating,USA,1,0,2500000,0,0
Security,1595790,closed,,2,0,1595790,0,0
Advertising,750000,operating,USA,1,0,0,0,0
Software,8700000,operating,USA,2,0,8700000,0,0
Curated Web,5000000,operating,IND,1,0,5000000,0,0
Security,3750000,operating,USA,2,3750000,0,0,0
Biotechnology,11933015,operating,GBR,2,0,0,0,0
Curated Web,1100000,operating,,1,1100000,0,0,0
Software,2000006,operating,USA,1,0,2000006,0,0
Biotechnology,55153254,operating,USA,5,0,17165600,0,0
Software,100000,operating,USA,1,0,100000,0,0
Mobile,4700000,operating,USA,3,1200000,0,0,0
Analytics,21750000,operating,USA,2,0,21750000,0,0
Education,1585972,operating,GBR,2,0,0,0,0
Finance,60000000,operating,USA,1,0,0,0,60000000
Manufacturing,5000000,operating,USA,1,0,0,0,0
Biotechnology,150000,operating,USA,1,0,150000,0,0
Analytics,200000,operating,SGP,1,200000,0,0,0
Analytics,10774916,operating,IRL,3,0,10774916,0,0
